time,freq,imp,phase
2019/11/14 13:40:47.957,20.0,10561.42459,-81.64376489
2019/11/14 13:40:49.332,30.0,7287.413297,-82.39080022
2019/11/14 13:40:50.769,40.0,5593.575977,-82.76397407
2019/11/14 13:40:51.754,50.0,4536.671375,-83.16347719
2019/11/14 13:40:52.617,60.0,3827.562082,-83.4341905
2019/11/14 13:40:53.424,70.0,3312.110603,-83.53858086
2019/11/14 13:40:54.164,80.0,2922.243988,-83.65758325
2019/11/14 13:40:54.792,90.0,2615.815252,-83.74370745
2019/11/14 13:40:55.586,100.0,2367.669212,-83.80259447
2019/11/14 13:40:56.051,112.2018454301963,2121.837938,-83.84147159
2019/11/14 13:40:56.508,125.89254117941675,1903.628344,-83.90368544
2019/11/14 13:40:56.916,141.2537544622754,1706.054912,-83.9062778
2019/11/14 13:40:57.278,158.48931924611142,1529.724052,-83.9161166
2019/11/14 13:40:57.644,177.82794100389228,1371.652168,-83.86382347
2019/11/14 13:40:57.999,199.52623149688787,1229.242446,-83.77110168
2019/11/14 13:40:58.332,223.872113856834,1101.282666,-83.69714618
2019/11/14 13:40:58.654,251.18864315095797,987.4266132,-83.55517063
2019/11/14 13:40:58.966,281.8382931264455,884.9228653,-83.39000445
2019/11/14 13:40:59.295,316.22776601683796,793.1609556,-83.18112368
2019/11/14 13:40:59.584,354.8133892335753,710.9238563,-82.92938072
2019/11/14 13:40:59.864,398.1071705534973,637.2782138,-82.63910972
2019/11/14 13:41:00.143,446.683592150963,571.4919042,-82.31594308
2019/11/14 13:41:00.407,501.18723362727246,512.5906529,-81.94070541
2019/11/14 13:41:00.681,562.341325190349,459.997992,-81.50598282
2019/11/14 13:41:00.939,630.957344480193,413.0063798,-81.01066425
2019/11/14 13:41:01.200,707.945784384138,371.1927013,-80.51040095
2019/11/14 13:41:01.437,794.3282347242813,333.7207058,-79.91016573
2019/11/14 13:41:01.682,891.2509381337459,300.3401326,-79.26964658
2019/11/14 13:41:01.922,1000.0,270.5659952,-78.58197443
2019/11/14 13:41:02.137,1122.018454301963,244.0198142,-77.8497702
2019/11/14 13:41:02.328,1258.9254117941675,220.3202851,-77.08626427
2019/11/14 13:41:02.526,1412.5375446227554,199.1238587,-76.26134518
2019/11/14 13:41:02.692,1584.893192461114,180.2769556,-75.43632263
2019/11/14 13:41:02.878,1778.2794100389228,163.4732193,-74.58590662
2019/11/14 13:41:03.049,1995.2623149688789,148.2966233,-73.70836617
2019/11/14 13:41:03.214,2238.72113856834,134.6565331,-72.82015435
2019/11/14 13:41:03.384,2511.886431509582,122.4602826,-71.92575858
2019/11/14 13:41:03.549,2818.382931264455,111.4703598,-71.0134065
2019/11/14 13:41:03.715,3162.2776601683795,101.462189,-70.07774302
2019/11/14 13:41:03.884,3548.133892335753,92.44435115,-69.10295191
2019/11/14 13:41:04.047,3981.0717055349733,84.24129264,-68.06744223
2019/11/14 13:41:04.213,4466.835921509635,76.83013982,-66.97781416
2019/11/14 13:41:04.382,5011.872336272725,70.11804122,-65.79713808
2019/11/14 13:41:04.551,5623.413251903491,64.04538,-64.51660146
2019/11/14 13:41:04.714,6309.57344480193,58.55583334,-63.12504711
2019/11/14 13:41:04.882,7079.457843841381,53.63134948,-61.60816221
2019/11/14 13:41:05.046,7943.282347242822,49.21211854,-59.95661355
2019/11/14 13:41:05.212,8912.509381337459,45.2402082,-58.17730876
2019/11/14 13:41:05.366,10000.0,41.7179995,-56.28102659
2019/11/14 13:41:05.537,11220.184543019654,38.56156923,-54.23464204
2019/11/14 13:41:05.683,12589.254117941662,35.76488376,-52.08850245
2019/11/14 13:41:05.833,14125.375446227554,33.28578098,-49.80776891
2019/11/14 13:41:05.984,15848.93192461114,31.10831615,-47.44440949
2019/11/14 13:41:06.130,17782.794100389227,29.19788761,-45.00671712
2019/11/14 13:41:06.283,19952.62314968883,27.5149971,-42.47167312
2019/11/14 13:41:06.434,22387.21138568338,26.05971804,-39.90447844
2019/11/14 13:41:06.581,25118.864315095823,24.79445861,-37.32160742
2019/11/14 13:41:06.731,28183.82931264455,23.71223186,-34.74537403
2019/11/14 13:41:06.885,31622.776601683792,22.78638541,-32.20117811
2019/11/14 13:41:07.034,35481.3389233576,21.99667426,-29.70766875
2019/11/14 13:41:07.182,39810.71705534969,21.33031077,-27.31003954
2019/11/14 13:41:07.335,44668.359215096345,20.77081376,-25.01101375
2019/11/14 13:41:07.482,50118.72336272725,20.30333487,-22.83627917
2019/11/14 13:41:07.631,56234.13251903491,19.91225923,-20.79939629
2019/11/14 13:41:07.785,63095.73444801943,19.58693502,-18.870626
2019/11/14 13:41:07.930,70794.57843841374,19.32195203,-17.09644656
2019/11/14 13:41:08.078,79432.82347242821,19.0997864,-15.47093922
2019/11/14 13:41:08.234,89125.0938133746,18.91979821,-13.99786529
