time,freq,imp,phase
2019/11/14 13:18:33.455,20.0,6219.341338,-85.00299967
2019/11/14 13:18:34.841,30.0,4231.950734,-84.95667192
2019/11/14 13:18:36.044,40.0,3214.839534,-84.81848916
2019/11/14 13:18:37.028,50.0,2605.915981,-84.74832508
2019/11/14 13:18:38.050,60.0,2192.468428,-84.71212728
2019/11/14 13:18:38.848,70.0,1890.844768,-84.54375643
2019/11/14 13:18:39.590,80.0,1666.14459,-84.41509502
2019/11/14 13:18:40.217,90.0,1489.39417,-84.28379566
2019/11/14 13:18:40.903,100.0,1347.148864,-84.13378281
2019/11/14 13:18:41.359,112.2018454301963,1207.851111,-84.02698669
2019/11/14 13:18:41.816,125.89254117941675,1083.217286,-83.81130527
2019/11/14 13:18:42.225,141.2537544622754,970.77941,-83.60024665
2019/11/14 13:18:42.587,158.48931924611142,870.6744336,-83.35769629
2019/11/14 13:18:43.015,177.82794100389228,781.1095347,-83.08371154
2019/11/14 13:18:43.370,199.52623149688787,701.0340034,-82.79083948
2019/11/14 13:18:43.702,223.872113856834,628.614695,-82.43522825
2019/11/14 13:18:44.025,251.18864315095797,564.164488,-82.06064931
2019/11/14 13:18:44.325,281.8382931264455,506.5866874,-81.63542558
2019/11/14 13:18:44.610,316.22776601683796,455.0824175,-81.17609325
2019/11/14 13:18:44.881,354.8133892335753,409.0410832,-80.67506803
2019/11/14 13:18:45.159,398.1071705534973,367.866854,-80.11727706
2019/11/14 13:18:45.434,446.683592150963,331.0668161,-79.52376633
2019/11/14 13:18:45.708,501.18723362727246,298.2336523,-78.88405088
2019/11/14 13:18:45.959,562.341325190349,268.9937697,-78.19517462
2019/11/14 13:18:46.259,630.957344480193,242.6682562,-77.47887655
2019/11/14 13:18:46.511,707.945784384138,219.4048524,-76.69475581
2019/11/14 13:18:46.756,794.3282347242813,198.4617218,-75.92561707
2019/11/14 13:18:46.989,891.2509381337459,179.7692125,-75.12120547
2019/11/14 13:18:47.220,1000.0,163.0336488,-74.29505003
2019/11/14 13:18:47.398,1122.018454301963,148.0142763,-73.45215316
2019/11/14 13:18:47.589,1258.9254117941675,134.450179,-72.60725525
2019/11/14 13:18:47.785,1412.5375446227554,122.2997053,-71.72975936
2019/11/14 13:18:47.952,1584.893192461114,111.3136725,-70.83338058
2019/11/14 13:18:48.137,1778.2794100389228,101.360803,-69.9193329
2019/11/14 13:18:48.308,1995.2623149688789,92.36550261,-68.96402059
2019/11/14 13:18:48.473,2238.72113856834,84.16033388,-67.94259847
2019/11/14 13:18:48.643,2511.886431509582,76.77902839,-66.84904648
2019/11/14 13:18:48.808,2818.382931264455,70.08776754,-65.67724358
2019/11/14 13:18:48.974,3162.2776601683795,64.03661564,-64.40684381
2019/11/14 13:18:49.143,3548.133892335753,58.57751164,-63.02681222
2019/11/14 13:18:49.306,3981.0717055349733,53.66859632,-61.52417783
2019/11/14 13:18:49.471,4466.835921509635,49.2585297,-59.90021047
2019/11/14 13:18:49.641,5011.872336272725,45.30961422,-58.15282032
2019/11/14 13:18:49.810,5623.413251903491,41.78392882,-56.28269535
2019/11/14 13:18:49.973,6309.57344480193,38.64191144,-54.29424782
2019/11/14 13:18:50.141,7079.457843841381,35.84874761,-52.18907206
2019/11/14 13:18:50.305,7943.282347242822,33.37072756,-49.973433
2019/11/14 13:18:50.472,8912.509381337459,31.17427251,-47.65414586
2019/11/14 13:18:50.625,10000.0,29.24674511,-45.27986922
2019/11/14 13:18:50.796,11220.184543019654,27.55656796,-42.79266393
