time,freq,imp,phase
2019/11/14 13:05:22.633,20.0,7738.653072,-83.67577579
2019/11/14 13:05:24.014,30.0,5293.86987,-83.94944444
2019/11/14 13:05:25.216,40.0,4033.044738,-84.00159723
2019/11/14 13:05:26.201,50.0,3273.579937,-84.15257492
2019/11/14 13:05:27.064,60.0,2757.488066,-84.24242609
2019/11/14 13:05:28.010,70.0,2381.739322,-84.13303769
2019/11/14 13:05:28.746,80.0,2100.604136,-84.10660545
2019/11/14 13:05:29.477,90.0,1879.395959,-84.07540046
2019/11/14 13:05:30.175,100.0,1701.251387,-83.98507958
2019/11/14 13:05:30.631,112.2018454301963,1525.521286,-83.8737696
2019/11/14 13:05:31.088,125.89254117941675,1367.981586,-83.81742819
2019/11/14 13:05:31.496,141.2537544622754,1225.841201,-83.69471737
2019/11/14 13:05:31.859,158.48931924611142,1100.046787,-83.5570076
2019/11/14 13:05:32.225,177.82794100389228,987.0620247,-83.36186366
2019/11/14 13:05:32.580,199.52623149688787,884.5385224,-83.18656795
2019/11/14 13:05:32.966,223.872113856834,793.2337659,-82.93805451
2019/11/14 13:05:33.277,251.18864315095797,711.6948555,-82.64525306
2019/11/14 13:05:33.587,281.8382931264455,638.6489889,-82.32660374
2019/11/14 13:05:33.892,316.22776601683796,573.0912428,-81.96794018
2019/11/14 13:05:34.181,354.8133892335753,514.5860239,-81.57038189
2019/11/14 13:05:34.461,398.1071705534973,462.1750881,-81.12968786
2019/11/14 13:05:34.741,446.683592150963,415.4057501,-80.64014308
2019/11/14 13:05:35.004,501.18723362727246,373.4645192,-80.09668956
2019/11/14 13:05:35.278,562.341325190349,336.0704109,-79.50300284
2019/11/14 13:05:35.537,630.957344480193,302.7700842,-78.84997724
2019/11/14 13:05:35.798,707.945784384138,272.9923727,-78.16667553
2019/11/14 13:05:36.085,794.3282347242813,246.2567202,-77.44410503
2019/11/14 13:05:36.337,891.2509381337459,222.5323457,-76.66432204
2019/11/14 13:05:36.564,1000.0,201.3472003,-75.87269856
2019/11/14 13:05:36.737,1122.018454301963,182.4307636,-75.05507611
2019/11/14 13:05:36.925,1258.9254117941675,165.4451234,-74.19011249
2019/11/14 13:05:37.094,1412.5375446227554,150.2180074,-73.34258879
2019/11/14 13:05:37.270,1584.893192461114,136.6076326,-72.47760541
2019/11/14 13:05:37.454,1778.2794100389228,124.3233103,-71.60201812
2019/11/14 13:05:37.615,1995.2623149688789,113.2050839,-70.72681717
2019/11/14 13:05:37.801,2238.72113856834,103.1242041,-69.81966561
2019/11/14 13:05:37.965,2511.886431509582,94.01438865,-68.8864753
2019/11/14 13:05:38.154,2818.382931264455,85.74544246,-67.90059354
2019/11/14 13:05:38.314,3162.2776601683795,78.22961701,-66.86212629
2019/11/14 13:05:38.482,3548.133892335753,71.42227501,-65.73117044
2019/11/14 13:05:38.644,3981.0717055349733,65.25974953,-64.51938902
2019/11/14 13:05:38.810,4466.835921509635,59.67911252,-63.18530436
2019/11/14 13:05:38.980,5011.872336272725,54.65688312,-61.72974591
2019/11/14 13:05:39.148,5623.413251903491,50.15109458,-60.1546473
2019/11/14 13:05:39.312,6309.57344480193,46.09132745,-58.44452216
2019/11/14 13:05:39.479,7079.457843841381,42.47515943,-56.61489357
2019/11/14 13:05:39.644,7943.282347242822,39.23812187,-54.64958457
2019/11/14 13:05:39.810,8912.509381337459,36.36749541,-52.56225459
2019/11/14 13:05:39.964,10000.0,33.81665807,-50.365182
2019/11/14 13:05:40.136,11220.184543019654,31.56558565,-48.04339858
2019/11/14 13:05:40.280,12589.254117941662,29.58276495,-45.6277623
2019/11/14 13:05:40.430,14125.375446227554,27.83344192,-43.15256979
2019/11/14 13:05:40.582,15848.93192461114,26.32366076,-40.61080522
2019/11/14 13:05:40.727,17782.794100389227,25.0113234,-38.07277002
2019/11/14 13:05:40.881,19952.62314968883,23.87745988,-35.4853886
2019/11/14 13:05:41.032,22387.21138568338,22.90197259,-32.92420972
2019/11/14 13:05:41.179,25118.864315095823,22.0759067,-30.42082959
2019/11/14 13:05:41.329,28183.82931264455,21.37070572,-27.99231071
2019/11/14 13:05:41.482,31622.776601683792,20.78318151,-25.65163438
2019/11/14 13:05:41.632,35481.3389233576,20.29021277,-23.42186486
2019/11/14 13:05:41.780,39810.71705534969,19.87434924,-21.32117408
2019/11/14 13:05:41.933,44668.359215096345,19.53710944,-19.36284892
2019/11/14 13:05:42.079,50118.72336272725,19.2497097,-17.53856018
2019/11/14 13:05:42.229,56234.13251903491,19.01473282,-15.85310267
2019/11/14 13:05:42.383,63095.73444801943,18.82455568,-14.2884741
2019/11/14 13:05:42.528,70794.57843841374,18.66666182,-12.87237104
2019/11/14 13:05:42.676,79432.82347242821,18.54073165,-11.58318776
2019/11/14 13:05:42.833,89125.0938133746,18.43062483,-10.40186985
2019/11/14 13:05:42.975,100000.0,18.33926528,-9.33844307
2019/11/14 13:05:43.112,112201.84543019652,18.27274802,-8.379580274
2019/11/14 13:05:43.280,125892.54117941661,18.21423257,-7.506503781
2019/11/14 13:05:43.427,141253.75446227554,18.16707083,-6.73675909
2019/11/14 13:05:43.576,158489.3192461114,18.12644484,-6.029480548
2019/11/14 13:05:43.732,177827.94100389228,18.09681073,-5.406122211
2019/11/14 13:05:43.875,199526.2314968883,18.067307,-4.843060669
2019/11/14 13:05:44.011,223872.11385683378,18.05268899,-4.33280622
2019/11/14 13:05:44.180,251188.6431509582,18.03471164,-3.880513531
2019/11/14 13:05:44.327,281838.2931264455,18.01505566,-3.460347235
2019/11/14 13:05:44.476,316227.7660168379,18.00646506,-3.110548544
2019/11/14 13:05:44.632,354813.389233576,17.9986705,-2.784116053
2019/11/14 13:05:44.775,398107.1705534969,17.9909315,-2.486834686
2019/11/14 13:05:44.912,446683.5921509635,17.98250349,-2.232739242
2019/11/14 13:05:45.080,501187.2336272725,17.98259223,-1.997378617
2019/11/14 13:05:45.227,562341.3251903491,17.97612654,-1.789897045
2019/11/14 13:05:45.376,630957.3444801943,17.97864486,-1.618764768
2019/11/14 13:05:45.532,707945.7843841374,17.98038376,-1.436230214
2019/11/14 13:05:45.675,794328.2347242822,17.98703588,-1.291794041
2019/11/14 13:05:45.811,891250.9381337459,17.99356289,-1.174971192
2019/11/14 13:05:45.980,1000000.0,17.99607482,-1.067488046
