time,freq,imp,phase
2019/11/14 13:18:56.812,20.0,6224.428434,-85.0437268
2019/11/14 13:18:58.190,30.0,4234.444913,-84.97660629
2019/11/14 13:18:59.393,40.0,3221.588849,-84.80004876
2019/11/14 13:19:00.379,50.0,2606.20649,-84.79197206
2019/11/14 13:19:01.401,60.0,2190.983917,-84.77976205
2019/11/14 13:19:02.198,70.0,1891.869857,-84.56944854
2019/11/14 13:19:02.940,80.0,1666.887974,-84.43414205
2019/11/14 13:19:03.568,90.0,1490.110445,-84.3106442
2019/11/14 13:19:04.253,100.0,1348.213136,-84.13318495
2019/11/14 13:19:04.710,112.2018454301963,1208.051137,-83.99496253
2019/11/14 13:19:05.166,125.89254117941675,1084.291288,-83.81780526
2019/11/14 13:19:05.565,141.2537544622754,971.4193021,-83.61024893
2019/11/14 13:19:05.936,158.48931924611142,871.2958337,-83.37270145
2019/11/14 13:19:06.364,177.82794100389228,781.5257165,-83.10627445
2019/11/14 13:19:06.719,199.52623149688787,700.9130895,-82.79475817
2019/11/14 13:19:07.051,223.872113856834,629.0125004,-82.45175657
2019/11/14 13:19:07.374,251.18864315095797,564.4096991,-82.07929936
2019/11/14 13:19:07.675,281.8382931264455,506.7955491,-81.65627022
2019/11/14 13:19:07.960,316.22776601683796,455.2530833,-81.19656697
2019/11/14 13:19:08.231,354.8133892335753,409.169184,-80.69097995
2019/11/14 13:19:08.508,398.1071705534973,367.96865,-80.1384321
2019/11/14 13:19:08.783,446.683592150963,331.1897586,-79.53731412
2019/11/14 13:19:09.058,501.18723362727246,298.290637,-78.8913356
2019/11/14 13:19:09.309,562.341325190349,268.9841891,-78.22053042
2019/11/14 13:19:09.608,630.957344480193,242.8585653,-77.50222452
2019/11/14 13:19:09.861,707.945784384138,219.5198293,-76.73788745
2019/11/14 13:19:10.105,794.3282347242813,198.5085318,-75.92939215
2019/11/14 13:19:10.338,891.2509381337459,179.7901291,-75.12675737
2019/11/14 13:19:10.570,1000.0,163.0893862,-74.30428159
2019/11/14 13:19:10.748,1122.018454301963,148.0510652,-73.45608582
2019/11/14 13:19:10.939,1258.9254117941675,134.5109037,-72.61895191
2019/11/14 13:19:11.135,1412.5375446227554,122.2932714,-71.72953058
2019/11/14 13:19:11.301,1584.893192461114,111.335167,-70.85601216
2019/11/14 13:19:11.487,1778.2794100389228,101.3920839,-69.93628309
2019/11/14 13:19:11.658,1995.2623149688789,92.38142902,-68.97649126
2019/11/14 13:19:11.823,2238.72113856834,84.18142461,-67.95267632
2019/11/14 13:19:11.992,2511.886431509582,76.78923035,-66.87172542
2019/11/14 13:19:12.158,2818.382931264455,70.10794987,-65.70577951
2019/11/14 13:19:12.324,3162.2776601683795,64.04097281,-64.42269904
2019/11/14 13:19:12.493,3548.133892335753,58.58751348,-63.04302705
2019/11/14 13:19:12.655,3981.0717055349733,53.66435518,-61.54406167
2019/11/14 13:19:12.822,4466.835921509635,49.25764969,-59.91118185
2019/11/14 13:19:12.991,5011.872336272725,45.30928544,-58.17181628
2019/11/14 13:19:13.159,5623.413251903491,41.78799689,-56.29952229
2019/11/14 13:19:13.323,6309.57344480193,38.64253747,-54.3079618
2019/11/14 13:19:13.490,7079.457843841381,35.84926651,-52.19703327
2019/11/14 13:19:13.655,7943.282347242822,33.36693979,-49.98056337
